Filename,Count < 0.50,Total Records,Processing Time (s)
sentence_1080.csv,250,4590,0.076382875
sentence_1650.csv,0,6426,0.109638453
sentence_496.csv,0,3621,0.046518326
sentence_1033.csv,0,4743,0.059970617
sentence_1000.csv,2,7293,0.121801853
sentence_784.csv,0,5865,0.090315104
sentence_30.csv,32,1479,0.013982058
sentence_1232.csv,2,3264,0.043430328
sentence_1495.csv,188,5610,0.102056742
sentence_243.csv,248,5865,0.049351454
sentence_1297.csv,1766,3774,0.045214176
sentence_1812.csv,230,3315,0.048634768
sentence_297.csv,12,4029,0.061426401
sentence_1350.csv,246,1224,0.021130562
sentence_483.csv,0,1887,0.027438879
sentence_617.csv,3558,7599,0.124555588
sentence_473.csv,0,3315,0.059257269
sentence_131.csv,0,4896,0.051624298
sentence_1691.csv,76,2652,0.031113148
sentence_1642.csv,2,7038,0.102752924
sentence_413.csv,4,1734,0.02826786
sentence_1469.csv,2,1326,0.013774633
sentence_1015.csv,16,4896,0.045917273
sentence_852.csv,2,3417,0.062241554
sentence_862.csv,218,3774,0.05307889
sentence_113.csv,38,2040,0.029455423
sentence_613.csv,184,1326,0.01674509
sentence_108.csv,60,3264,0.033925295
sentence_259.csv,14,6681,0.095414877
sentence_664.csv,1056,3264,0.040346622
sentence_1619.csv,758,3621,0.055989742
sentence_12.csv,72,4896,0.05905509
sentence_18.csv,0,4284,0.053881884
sentence_635.csv,10,5457,0.090537071
sentence_1111.csv,0,2397,0.035123587
sentence_1205.csv,0,3774,0.0400002
sentence_236.csv,210,2244,0.029903412
sentence_448.csv,88,6273,0.065834522
sentence_1135.csv,2,2652,0.034079075
sentence_1138.csv,0,1020,0.039781094
sentence_440.csv,74,6732,0.099334478
sentence_641.csv,226,969,0.026957989
sentence_1496.csv,0,5661,0.092966557
sentence_1748.csv,512,8619,0.146920443
sentence_447.csv,16,1581,0.017511845
sentence_355.csv,140,1734,0.025952101
sentence_1669.csv,246,1632,0.043907404
sentence_814.csv,2,1275,0.008686781
sentence_590.csv,700,3672,0.054618359
sentence_1766.csv,218,4896,0.07256794
sentence_1249.csv,2,6477,0.080293417
sentence_365.csv,0,1938,0.031714201
sentence_87.csv,124,3417,0.043394804
sentence_1806.csv,8,3876,0.080200195
sentence_100.csv,164,969,0.021175146
sentence_474.csv,256,1326,0.019576073
sentence_960.csv,2,1428,0.016396284
sentence_25.csv,0,3417,0.022151947
sentence_1700.csv,4,765,0.008956194
sentence_315.csv,14,2754,0.036124468
sentence_812.csv,0,3774,0.044801474
sentence_1749.csv,0,2805,0.051246643
sentence_629.csv,66,4641,0.071782112
sentence_1343.csv,24,5049,0.066218615
sentence_683.csv,182,4335,0.049450397
sentence_273.csv,4,6171,0.114137173
sentence_501.csv,212,3417,0.077619076
sentence_1446.csv,0,4947,0.080555201
sentence_7.csv,34,6069,0.093704462
sentence_1817.csv,0,3111,0.067237854
sentence_331.csv,0,7038,0.12574935
sentence_1140.csv,234,918,0.01163435
sentence_1312.csv,50,3009,0.023770571
sentence_136.csv,156,1071,0.054231405
sentence_1422.csv,24,2550,0.025768518
sentence_1409.csv,84,2499,0.031930447
sentence_832.csv,0,6018,0.090551853
sentence_90.csv,386,2040,0.030678749
sentence_1270.csv,242,4437,0.056208849
sentence_1415.csv,98,3264,0.057674646
sentence_73.csv,0,4539,0.066608667
sentence_1632.csv,2,1530,0.009714127
sentence_66.csv,608,6375,0.088406086
sentence_850.csv,16,2856,0.030719519
sentence_80.csv,0,3825,0.045864582
sentence_758.csv,44,3723,0.051197529
sentence_778.csv,2,2142,0.04791975
sentence_55.csv,1130,3876,0.037615538
sentence_356.csv,16,2244,0.016077757
sentence_615.csv,4,4794,0.063622236
sentence_1535.csv,2,3264,0.043123007
sentence_821.csv,0,6936,0.125860929
sentence_833.csv,490,5355,0.077085733
sentence_470.csv,0,4539,0.038030386
sentence_811.csv,104,2397,0.035886288
sentence_364.csv,0,5661,0.073253155
sentence_971.csv,2,3672,0.044466972
sentence_1655.csv,2,5661,0.059209824
sentence_977.csv,106,5406,0.069389343
sentence_540.csv,0,7599,0.12485671
sentence_710.csv,0,6477,0.085977316
sentence_1562.csv,6,4590,0.075023174
sentence_1157.csv,1420,6783,0.169000387
sentence_1245.csv,2,3417,0.032957792
sentence_1622.csv,0,3009,0.042821407
sentence_226.csv,8,6528,0.13440752
sentence_368.csv,42,3417,0.049789429
sentence_1404.csv,2,1173,0.010676861
sentence_813.csv,178,5712,0.066441298
sentence_268.csv,0,4794,0.052468538
sentence_661.csv,0,5202,0.096938848
sentence_1762.csv,544,4998,0.07654357
sentence_577.csv,140,6324,0.117220163
sentence_630.csv,0,5865,0.094839096
sentence_951.csv,146,4794,0.074203968
sentence_1313.csv,0,7905,0.168083429
sentence_256.csv,84,5661,0.212489843
sentence_135.csv,596,1836,0.151710987
sentence_161.csv,2,7854,0.116673946
sentence_676.csv,0,7701,0.11992836
sentence_987.csv,0,4335,0.071437359
sentence_168.csv,0,2550,0.036837339
sentence_1061.csv,2,5457,0.139960527
sentence_516.csv,0,7599,0.101122618
sentence_1508.csv,40,3162,0.044751883
sentence_671.csv,14,4641,0.07569766
sentence_157.csv,22,1020,0.015305758
sentence_1028.csv,0,7293,0.090106487
sentence_933.csv,0,8670,0.177617073
sentence_262.csv,184,3366,0.072102308
sentence_358.csv,2180,5406,0.07055831
sentence_117.csv,6,4284,0.049730062
sentence_261.csv,0,2805,0.030013323
sentence_571.csv,0,3060,0.041322708
sentence_1226.csv,2,2244,0.038233519
sentence_1006.csv,0,4029,0.047319889
sentence_1564.csv,0,7548,0.115899801
sentence_1274.csv,22,2295,0.033398628
sentence_1136.csv,156,3876,0.071472883
sentence_63.csv,52,1887,0.027448654
sentence_921.csv,0,1887,0.036051512
sentence_1280.csv,0,5916,0.081293583
sentence_222.csv,2,4233,0.042654991
sentence_1530.csv,0,1836,0.017764568
sentence_1321.csv,90,2550,0.034673929
sentence_234.csv,8,1479,0.02418232
sentence_796.csv,0,8109,0.14786458
sentence_219.csv,46,5049,0.08714056
sentence_793.csv,0,6120,0.143536568
sentence_654.csv,1392,4284,0.042670012
sentence_1377.csv,8,2193,0.029574394
sentence_1341.csv,0,2244,0.040384293
sentence_245.csv,50,6375,0.069765329
sentence_939.csv,0,3519,0.048337698
sentence_911.csv,0,4080,0.049759388
sentence_1164.csv,0,2805,0.035097837
sentence_1644.csv,12,3723,0.041824341
sentence_1767.csv,2,4845,0.073769093
sentence_1537.csv,0,6987,0.140831709
sentence_1750.csv,1118,4590,0.045798779
sentence_1597.csv,200,3060,0.042512178
sentence_574.csv,206,6579,0.108324528
sentence_320.csv,142,5151,0.073807478
sentence_1394.csv,2,2652,0.052396297
sentence_991.csv,224,6018,0.047932625
sentence_1153.csv,0,2703,0.040654421
sentence_1148.csv,0,7242,0.122334719
sentence_159.csv,20,918,0.009209633
sentence_442.csv,12,2652,0.044960499
sentence_1720.csv,2772,4029,0.077793598
sentence_1498.csv,2,3417,0.0338943
sentence_377.csv,1708,5814,0.068923712
sentence_1656.csv,90,3060,0.045824766
sentence_119.csv,84,4437,0.049027205
sentence_1512.csv,42,2703,0.033590794
sentence_1034.csv,0,4998,0.095821381
sentence_1702.csv,2,1734,0.008028746
sentence_1763.csv,0,1377,0.018946409
sentence_1344.csv,194,7395,0.108482599
sentence_1489.csv,0,3162,0.041091919
sentence_1299.csv,0,5610,0.052080154
sentence_1623.csv,0,3111,0.03869915
sentence_1287.csv,0,6069,0.098321199
sentence_1463.csv,68,1428,0.493056536
sentence_260.csv,4,2958,0.031089544
sentence_294.csv,4,2448,0.024579763
sentence_1590.csv,0,9843,0.226943731
sentence_871.csv,114,6987,0.092930317
sentence_204.csv,244,3213,0.02978158
sentence_1703.csv,0,6324,0.147171736
sentence_335.csv,812,3264,0.044060946
sentence_1400.csv,2,2754,0.023668766
sentence_56.csv,0,2346,0.024732113
sentence_555.csv,0,8874,0.183377266
sentence_1020.csv,18,4998,0.064419985
sentence_1784.csv,2800,5151,0.07063055
sentence_1098.csv,0,3264,0.04058814
sentence_1577.csv,0,4233,0.048293114
sentence_1212.csv,2,4080,0.049799919
sentence_390.csv,528,3927,0.058790445
sentence_1375.csv,20,3519,0.052823305
sentence_1133.csv,2,3774,0.06415391
sentence_380.csv,50,1581,0.02105689
sentence_1267.csv,210,1785,0.039151192
sentence_1125.csv,14,9486,0.162004948
sentence_1705.csv,106,4641,0.045675516
sentence_1814.csv,26,4335,0.086141348
sentence_1659.csv,0,5763,0.100466967
sentence_1490.csv,0,2091,0.048424482
sentence_1551.csv,404,4080,0.049889326
sentence_1768.csv,132,2856,0.046188116
sentence_682.csv,398,1581,0.018740177
sentence_1718.csv,520,10098,0.21860981
sentence_785.csv,42,1275,0.016458273
sentence_16.csv,2,4743,0.057024717
sentence_1214.csv,0,918,0.020305634
sentence_702.csv,700,1785,0.035943747
sentence_70.csv,1560,3978,0.034310818
sentence_1532.csv,22,1224,0.014326572
sentence_1285.csv,146,5355,0.057932138
sentence_730.csv,46,3825,0.052135229
sentence_1485.csv,248,7701,0.137278795
sentence_1680.csv,54,4029,0.058092594
sentence_1798.csv,0,3060,0.037997961
sentence_1346.csv,100,1224,0.008716106
sentence_190.csv,2,3060,0.02955246
sentence_102.csv,26,4437,0.063808918
sentence_1223.csv,1838,5559,0.083563328
sentence_1218.csv,6,6783,0.102637291
sentence_257.csv,68,2346,0.023726463
sentence_1456.csv,6,2550,0.052191973
sentence_514.csv,0,4386,0.056468964
sentence_1293.csv,920,3366,0.045560122
sentence_1435.csv,268,1275,0.012242794
sentence_681.csv,1890,5814,0.121243715
sentence_378.csv,0,6630,0.122207403
sentence_1478.csv,12,5814,0.093917847
sentence_26.csv,4,3774,0.04330802
sentence_1221.csv,1960,3621,0.05659771
sentence_369.csv,4,2652,0.031891346
sentence_1573.csv,0,6834,0.079451084
sentence_1516.csv,2018,3825,0.054516792
sentence_823.csv,1030,4539,0.094432354
sentence_752.csv,20,3672,0.054095268
sentence_59.csv,270,1938,0.042186737
sentence_1526.csv,72,4335,0.060460806
sentence_565.csv,0,4998,0.075986624
sentence_1233.csv,1738,4896,0.062161446
sentence_387.csv,0,6681,0.118040562
sentence_363.csv,100,5355,0.127084017
sentence_1095.csv,0,3519,0.034181833
sentence_328.csv,2,3723,0.078458786
sentence_255.csv,752,1326,0.025814056
sentence_1217.csv,258,4743,0.093422413
sentence_510.csv,30,3315,0.03290987
sentence_1460.csv,4,6579,0.095011234
sentence_1296.csv,102,6528,0.056534052
sentence_1462.csv,0,6324,0.091964006
sentence_673.csv,66,918,0.017299414
sentence_278.csv,286,4845,0.060909748
sentence_938.csv,0,4743,0.073706388
sentence_332.csv,988,1938,0.033773899
sentence_1413.csv,764,4845,0.071102858
sentence_955.csv,368,1530,0.034697533
sentence_973.csv,4,5049,0.051300764
sentence_1711.csv,0,6630,0.129279613
sentence_21.csv,20,1989,0.043035984
sentence_1447.csv,2,5661,0.091416359
sentence_1120.csv,0,7293,0.156839609
sentence_1026.csv,0,5763,0.076769114
sentence_207.csv,32,2142,0.036272764
sentence_1234.csv,10,3672,0.031641006
sentence_211.csv,0,4488,0.083019972
sentence_1290.csv,266,8772,0.157913446
sentence_416.csv,12,4182,0.063237429
sentence_1055.csv,0,2040,0.053290606
sentence_781.csv,50,1530,0.037784815
sentence_433.csv,0,5304,0.086003542
sentence_1209.csv,2,3162,0.110380888
sentence_1430.csv,2670,3723,0.055753231
sentence_888.csv,250,2703,0.040045261
sentence_564.csv,6,5355,0.057932377
sentence_595.csv,874,2754,0.029127359
sentence_106.csv,20,2550,0.037737846
sentence_407.csv,194,1836,0.027055979
sentence_93.csv,22,5100,0.044536114
sentence_246.csv,294,1377,0.033065081
sentence_795.csv,0,2448,0.021383762
sentence_1272.csv,8,3315,0.052271128
sentence_1617.csv,3020,4947,0.05537343
sentence_3.csv,374,2448,0.040729046
sentence_622.csv,558,2397,0.018735647
sentence_1476.csv,126,4080,0.054838181
sentence_1332.csv,16,2907,0.034979582
sentence_1482.csv,182,2754,0.031390429
sentence_316.csv,0,4896,0.063684225
sentence_932.csv,0,7191,0.128775597
sentence_414.csv,2,1326,0.010232687
sentence_580.csv,0,4029,0.087115288
sentence_460.csv,0,6069,0.086533308
sentence_1774.csv,2,4998,0.066528082
sentence_896.csv,50,3060,0.02060008
sentence_306.csv,6,2040,0.033658504
sentence_1353.csv,0,3825,0.043198347
sentence_437.csv,18,1683,0.02899909
sentence_703.csv,12,1632,0.067789078
sentence_1557.csv,98,2754,0.032618761
sentence_1382.csv,60,5559,0.066570282
sentence_348.csv,98,3723,0.056479692
sentence_585.csv,0,8415,0.165915012
sentence_1421.csv,2,1326,0.016042233
sentence_499.csv,0,5661,0.096650839
sentence_1494.csv,288,5916,0.067881584
sentence_733.csv,0,3825,0.049418211
sentence_13.csv,34,3264,0.056517839
sentence_941.csv,0,2448,0.027000427
sentence_210.csv,10,2040,0.034168243
sentence_616.csv,178,7497,0.113321304
sentence_547.csv,0,3060,0.028951168
sentence_899.csv,0,4488,0.047423124
sentence_5.csv,0,2958,0.063020945
sentence_994.csv,38,4488,0.082458973
sentence_836.csv,482,6579,0.081034899
sentence_196.csv,206,2499,0.033537388
sentence_75.csv,0,5508,0.097714186
sentence_96.csv,8,3009,0.034577131
sentence_187.csv,96,5661,0.08248806
sentence_925.csv,146,1173,0.014669657
sentence_984.csv,0,5253,0.073059797
sentence_900.csv,26,3366,0.029711962
sentence_480.csv,0,3876,0.065107346
sentence_486.csv,106,6018,0.062993526
sentence_690.csv,402,2652,0.032929659
sentence_1580.csv,2,2601,0.029678106
sentence_8.csv,2724,4437,0.048324585
sentence_83.csv,76,2601,0.042266607
sentence_505.csv,0,3672,0.071607113
sentence_1729.csv,224,4029,0.066751719
sentence_1319.csv,4,5508,0.09291029
sentence_867.csv,0,7905,0.132452488
sentence_1431.csv,0,5610,0.0706954
sentence_503.csv,188,1428,0.020851374
sentence_1747.csv,0,2295,0.049788237
sentence_909.csv,126,1275,0.017818213
sentence_569.csv,2,4743,0.053405523
sentence_874.csv,0,2193,0.03230381
sentence_239.csv,594,4743,0.052065849
sentence_263.csv,184,5967,0.092179537
sentence_1554.csv,0,7038,0.115105391
sentence_71.csv,0,4794,0.093815565
sentence_1477.csv,62,3825,0.075738668
sentence_1684.csv,58,2652,0.076353073
sentence_1141.csv,4,2346,0.026841879
sentence_787.csv,424,3468,0.045342445
sentence_1397.csv,0,2907,0.08128643
sentence_1398.csv,4,714,0.005574942
sentence_917.csv,500,1836,0.041332006
sentence_972.csv,46,510,0.06694603
sentence_17.csv,2,2550,0.050177097
sentence_772.csv,246,6375,0.078773737
sentence_54.csv,64,1428,0.010004282
sentence_1429.csv,0,5253,0.056655169
sentence_381.csv,22,1377,0.053924561
sentence_719.csv,202,1122,0.019260406
sentence_1126.csv,4,2805,0.060015678
sentence_1807.csv,194,5814,0.096869469
sentence_329.csv,4,5406,0.047650576
sentence_1674.csv,0,5202,0.060097933
sentence_757.csv,116,4029,0.048187971
sentence_495.csv,2,3009,0.038181067
sentence_1647.csv,2,3876,0.052464962
sentence_1211.csv,4,3213,0.042596102
sentence_1059.csv,38,1020,0.027696609
sentence_642.csv,0,5355,0.086229563
sentence_834.csv,56,7191,0.137284756
sentence_1819.csv,288,4029,0.071196795
sentence_1675.csv,0,5253,0.079628944
sentence_1252.csv,0,1785,0.028733492
sentence_1162.csv,1242,3876,0.039525747
sentence_389.csv,32,5610,0.101932049
sentence_128.csv,64,3468,0.062593937
sentence_1547.csv,10,4131,0.066169262
sentence_715.csv,504,2295,0.027316093
sentence_360.csv,178,1122,0.004603386
sentence_1657.csv,6,4947,0.068202257
sentence_47.csv,2,969,0.024072647
sentence_1615.csv,0,8007,0.152634621
sentence_1497.csv,0,8517,0.180913687
sentence_472.csv,0,1479,0.013573647
sentence_605.csv,44,1173,0.017504454
sentence_293.csv,4,5151,0.068027973
sentence_967.csv,348,2550,0.025947571
sentence_1426.csv,0,7140,0.137705088
sentence_1230.csv,132,2040,0.02679801
sentence_41.csv,246,2397,0.031924725
sentence_191.csv,4,2754,0.034404755
sentence_685.csv,0,3978,0.049804449
sentence_1010.csv,0,2193,0.033134937
sentence_1238.csv,4,2907,0.031073332
sentence_347.csv,242,1428,0.0109694
sentence_276.csv,194,2754,0.03076005
sentence_1509.csv,0,6018,0.076187372
sentence_697.csv,1582,6681,0.067783594
sentence_1444.csv,1832,7905,0.1146698
sentence_584.csv,0,3009,0.025493383
sentence_67.csv,110,1275,0.016672611
sentence_421.csv,1660,7038,0.093860149
sentence_1687.csv,294,969,0.013125658
sentence_1339.csv,0,2142,0.056748867
sentence_1121.csv,1004,3723,0.066214323
sentence_674.csv,2,1938,0.040355921
sentence_1390.csv,0,4080,0.039142609
sentence_162.csv,284,3111,0.025637627
sentence_1710.csv,2,3774,0.034774065
sentence_1468.csv,156,1887,0.035553217
sentence_640.csv,178,2652,0.060808182
sentence_826.csv,0,6885,0.112883568
sentence_401.csv,6,3417,0.016880274
sentence_166.csv,0,5508,0.106492519
sentence_937.csv,130,765,0.014266729
sentence_1771.csv,228,4233,0.069278717
sentence_456.csv,264,3264,0.036667109
sentence_1364.csv,8,1530,0.027661085
sentence_745.csv,44,1020,0.016220808
sentence_410.csv,934,4590,0.063133478
sentence_1366.csv,0,5712,0.091367245
sentence_1441.csv,216,2856,0.036021471
sentence_689.csv,0,1887,0.04544735
sentence_1286.csv,0,5865,0.084376812
sentence_399.csv,0,2295,0.033328772
sentence_1566.csv,94,3570,0.053769588
sentence_1070.csv,180,3162,0.031489849
sentence_1235.csv,14,6018,0.074289799
sentence_1351.csv,282,1581,0.026032448
sentence_1572.csv,20,3366,0.033505678
sentence_1244.csv,158,5406,0.059100151
sentence_419.csv,2,2091,0.026278019
sentence_543.csv,348,4641,0.086293697
sentence_1046.csv,0,4947,0.102592707
sentence_1004.csv,440,1122,0.018007755
sentence_545.csv,184,5406,0.112887383
sentence_1291.csv,2,4437,0.074045658
sentence_1753.csv,2,1275,0.01559329
sentence_1733.csv,1690,2652,0.032674074
sentence_1131.csv,62,2295,0.024750948
sentence_1185.csv,0,6018,0.096670866
sentence_298.csv,0,2805,0.027109146
sentence_1635.csv,0,1122,0.03071332
sentence_957.csv,392,2397,0.05214572
sentence_1602.csv,760,2703,0.0557549
sentence_825.csv,0,4437,0.097732544
sentence_886.csv,570,6069,0.102283239
sentence_184.csv,0,1377,0.014399529
sentence_598.csv,0,6630,0.100862026
sentence_905.csv,0,5559,0.089803219
sentence_711.csv,4,5202,0.083612442
sentence_534.csv,2270,3978,0.050180435
sentence_107.csv,190,4539,0.062443495
sentence_150.csv,0,3213,0.039472342
sentence_127.csv,2,2193,0.021708727
sentence_185.csv,0,4437,0.045329809
sentence_1500.csv,72,1530,0.017004013
sentence_1406.csv,0,2397,0.019586802
sentence_1067.csv,22,4182,0.052087069
sentence_1115.csv,66,1581,0.022411346
sentence_1378.csv,346,1530,0.007563829
sentence_52.csv,106,4947,0.092708349
sentence_868.csv,232,3009,0.032860279
sentence_558.csv,8,9333,0.19303894
sentence_1257.csv,4,5202,0.071796417
sentence_467.csv,102,4029,0.05900836
sentence_1667.csv,110,765,0.021463394
sentence_441.csv,0,3621,0.032491684
sentence_544.csv,4,3774,0.077774048
sentence_1334.csv,0,4998,0.087391615
sentence_1391.csv,4,4896,0.080761433
sentence_542.csv,0,3723,0.062675476
sentence_393.csv,0,3060,0.053447247
sentence_1479.csv,0,4692,0.101864338
sentence_237.csv,202,5610,0.082858801
sentence_400.csv,0,5712,0.097569466
sentence_94.csv,74,2856,0.023504496
sentence_45.csv,2,5508,0.052144766
sentence_975.csv,568,1734,0.037505388
sentence_307.csv,200,714,0.021301031
sentence_643.csv,0,5763,0.071901083
sentence_37.csv,4,1836,0.041136503
sentence_1381.csv,0,3264,0.08194232
sentence_1146.csv,0,3417,0.043302774
sentence_362.csv,22,3315,0.042287588
sentence_1231.csv,92,3825,0.059469461
sentence_1283.csv,98,6222,0.068655252
sentence_1448.csv,0,4233,0.072943449
sentence_1793.csv,0,4845,0.077562571
sentence_1445.csv,0,5253,0.090336561
sentence_1480.csv,6,4794,0.061510801
sentence_570.csv,626,3009,0.033787012
sentence_1064.csv,0,4131,0.059231758
sentence_1093.csv,0,2601,0.036342382
sentence_1250.csv,44,1581,0.015573025
sentence_529.csv,12,3468,0.061141968
sentence_264.csv,0,3060,0.035205364
sentence_1565.csv,446,3264,0.036807775
sentence_1486.csv,6,3621,0.038401842
sentence_1215.csv,1386,2040,0.031545401
sentence_487.csv,302,3876,0.044780016
sentence_224.csv,50,2040,0.035191536
sentence_1704.csv,0,4233,0.039908886
sentence_1354.csv,414,1683,0.039433479
sentence_1696.csv,4,7038,0.097058058
sentence_942.csv,44,2499,0.025960207
sentence_950.csv,20,2856,0.036430359
sentence_1276.csv,0,4488,0.064392567
sentence_779.csv,0,5610,0.081496
sentence_698.csv,34,4029,0.053930044
sentence_1651.csv,640,1326,0.018115997
sentence_774.csv,0,2907,0.040281057
sentence_98.csv,142,5712,0.09378171
sentence_1178.csv,0,2499,0.023068428
sentence_1340.csv,286,969,0.01935482
sentence_666.csv,0,2958,0.031507969
sentence_446.csv,680,6171,0.109217644
sentence_105.csv,6,1275,0.018082619
sentence_1338.csv,8,2550,0.027831316
sentence_1003.csv,10,918,0.018452168
sentence_1207.csv,0,4335,0.063856363
sentence_291.csv,2,6375,0.085535049
sentence_1607.csv,120,4692,0.059559107
sentence_1412.csv,84,7650,0.146194696
sentence_1311.csv,0,3774,0.043360233
sentence_692.csv,6,5763,0.109375
sentence_1200.csv,796,5151,0.08992219
sentence_61.csv,76,4743,0.08074975
sentence_655.csv,0,3825,0.064604044
sentence_2.csv,206,3978,0.048391104
sentence_1820.csv,312,5508,0.069401741
sentence_1105.csv,0,2295,0.029638529
sentence_550.csv,2,3774,0.068071127
sentence_924.csv,12,2346,0.046565056
sentence_1298.csv,168,1530,0.012611389
sentence_1586.csv,158,3366,0.076380491
sentence_1019.csv,24,3009,0.036385298
sentence_1191.csv,296,1989,0.028502703
sentence_1576.csv,8,4182,0.057899952
sentence_608.csv,0,3519,0.048562288
sentence_518.csv,248,4641,0.08488512
sentence_738.csv,0,1938,0.038389921
sentence_1012.csv,4,4131,0.028805017
sentence_908.csv,238,6885,0.129477501
sentence_628.csv,2,2856,0.03246212
sentence_383.csv,222,4488,0.052954435
sentence_1575.csv,2,1632,0.014766932
sentence_678.csv,2,1428,0.013945818
sentence_1621.csv,76,4794,0.092381716
sentence_1673.csv,2,2601,0.030753374
sentence_1081.csv,2,5253,0.096035004
sentence_1258.csv,150,2550,0.036779642
sentence_1123.csv,26,5202,0.06505847
sentence_1262.csv,0,4488,0.047579765
