Filename,Count < 0.50,Total Records
sentence_90.csv,386,2040
sentence_1270.csv,242,4437
sentence_1415.csv,98,3264
sentence_73.csv,0,4539
sentence_1632.csv,2,1530
sentence_66.csv,608,6375
sentence_850.csv,16,2856
sentence_80.csv,0,3825
sentence_758.csv,44,3723
sentence_778.csv,2,2142
sentence_55.csv,1130,3876
sentence_356.csv,16,2244
sentence_615.csv,4,4794
sentence_1535.csv,2,3264
sentence_821.csv,0,6936
sentence_833.csv,490,5355
sentence_470.csv,0,4539
sentence_811.csv,104,2397
sentence_364.csv,0,5661
sentence_971.csv,2,3672
sentence_1655.csv,2,5661
sentence_977.csv,106,5406
sentence_540.csv,0,7599
sentence_710.csv,0,6477
sentence_1562.csv,6,4590
sentence_1157.csv,1420,6783
sentence_1245.csv,2,3417
sentence_1622.csv,0,3009
sentence_226.csv,8,6528
sentence_368.csv,42,3417
sentence_1404.csv,2,1173
sentence_813.csv,178,5712
sentence_268.csv,0,4794
sentence_661.csv,0,5202
sentence_1762.csv,544,4998
sentence_577.csv,140,6324
sentence_630.csv,0,5865
sentence_951.csv,146,4794
sentence_1313.csv,0,7905
sentence_256.csv,84,5661
sentence_135.csv,596,1836
sentence_161.csv,2,7854
sentence_676.csv,0,7701
sentence_987.csv,0,4335
sentence_168.csv,0,2550
sentence_1061.csv,2,5457
sentence_516.csv,0,7599
sentence_1508.csv,40,3162
sentence_671.csv,14,4641
sentence_157.csv,22,1020
sentence_1028.csv,0,7293
sentence_933.csv,0,8670
sentence_262.csv,184,3366
sentence_358.csv,2180,5406
sentence_117.csv,6,4284
sentence_261.csv,0,2805
sentence_571.csv,0,3060
sentence_1226.csv,2,2244
sentence_1006.csv,0,4029
sentence_1564.csv,0,7548
sentence_1274.csv,22,2295
sentence_1136.csv,156,3876
sentence_63.csv,52,1887
sentence_921.csv,0,1887
sentence_1280.csv,0,5916
sentence_222.csv,2,4233
sentence_1530.csv,0,1836
sentence_1321.csv,90,2550
sentence_234.csv,8,1479
sentence_796.csv,0,8109
sentence_219.csv,46,5049
sentence_793.csv,0,6120
sentence_654.csv,1392,4284
sentence_1377.csv,8,2193
sentence_1341.csv,0,2244
sentence_245.csv,50,6375
sentence_939.csv,0,3519
sentence_911.csv,0,310
sentence_1164.csv,0,2805
sentence_1644.csv,12,3723
sentence_1767.csv,2,4845
sentence_1537.csv,0,6987
sentence_1750.csv,1118,4590
sentence_1597.csv,200,3060
sentence_574.csv,206,6579
sentence_320.csv,142,5151
sentence_1394.csv,2,2652
sentence_991.csv,224,6018
sentence_1153.csv,0,2703
sentence_1148.csv,0,7242
sentence_159.csv,20,918
sentence_442.csv,12,2652
sentence_1720.csv,2772,4029
sentence_1498.csv,2,3417
sentence_377.csv,1708,5814
sentence_1656.csv,90,3060
sentence_119.csv,84,4437
sentence_1512.csv,42,2703
sentence_1034.csv,0,4998
sentence_1702.csv,2,1734
sentence_1763.csv,0,1377
sentence_1344.csv,194,7395
sentence_1489.csv,0,3162
sentence_1299.csv,0,5610
sentence_1623.csv,0,3111
sentence_1287.csv,0,6069
sentence_1463.csv,68,1428
sentence_260.csv,4,2958
sentence_294.csv,4,2448
sentence_1590.csv,0,9843
sentence_871.csv,114,6987
sentence_204.csv,244,3213
sentence_1703.csv,0,6324
sentence_335.csv,812,3264
sentence_1400.csv,2,2754
sentence_56.csv,0,2346
sentence_555.csv,0,8874
sentence_1020.csv,18,4998
sentence_1784.csv,2800,5151
sentence_1098.csv,0,3264
sentence_1577.csv,0,4233
sentence_1212.csv,2,4080
sentence_390.csv,528,3927
sentence_1375.csv,20,3519
sentence_1133.csv,2,3774
sentence_380.csv,50,1581
sentence_1267.csv,210,1785
sentence_1125.csv,14,9486
sentence_1705.csv,106,4641
sentence_1814.csv,26,4335
sentence_1659.csv,0,5763
sentence_1490.csv,0,2091
sentence_1551.csv,404,4080
sentence_1768.csv,132,2856
sentence_682.csv,398,1581
sentence_1718.csv,520,10098
sentence_785.csv,42,1275
sentence_16.csv,2,4743
sentence_1214.csv,0,918
sentence_702.csv,700,1785
sentence_70.csv,1560,3978
sentence_1532.csv,22,1224
sentence_1285.csv,146,5355
sentence_730.csv,46,3825
sentence_1485.csv,248,7701
sentence_1680.csv,54,4029
sentence_1798.csv,0,3060
sentence_1346.csv,100,1224
sentence_190.csv,2,3060
sentence_102.csv,26,4437
sentence_1223.csv,1838,5559
sentence_1218.csv,6,6783
sentence_257.csv,68,2346
sentence_1456.csv,6,2550
sentence_514.csv,0,4386
sentence_1293.csv,920,3366
sentence_1435.csv,268,1275
sentence_681.csv,1890,5814
sentence_378.csv,0,6630
sentence_1478.csv,12,5814
sentence_26.csv,4,3774
sentence_1221.csv,1960,3621
sentence_369.csv,4,2652
sentence_1573.csv,0,6834
sentence_1516.csv,2018,3825
sentence_823.csv,1030,4539
sentence_752.csv,20,3672
sentence_59.csv,270,1938
sentence_1526.csv,72,4335
sentence_565.csv,0,4998
sentence_1233.csv,1738,4896
sentence_387.csv,0,6681
sentence_363.csv,100,5355
sentence_1095.csv,0,3519
sentence_328.csv,2,3723
sentence_255.csv,752,1326
sentence_1217.csv,258,4743
sentence_510.csv,30,3315
sentence_1460.csv,4,6579
sentence_1296.csv,102,6528
sentence_1462.csv,0,6324
sentence_673.csv,66,918
sentence_278.csv,286,4845
sentence_938.csv,0,4743
sentence_332.csv,988,1938
sentence_1413.csv,764,4845
sentence_955.csv,368,1530
sentence_973.csv,4,5049
sentence_1711.csv,0,6630
sentence_21.csv,20,1989
sentence_1447.csv,2,5661
sentence_1120.csv,0,7293
sentence_1026.csv,0,5763
sentence_207.csv,32,2142
sentence_1234.csv,10,3672
sentence_211.csv,0,4488
sentence_1290.csv,266,8772
sentence_416.csv,12,4182
sentence_1055.csv,0,2040
sentence_781.csv,50,1530
sentence_433.csv,0,5304
sentence_1209.csv,2,3162
sentence_1430.csv,2670,3723
sentence_888.csv,250,2703
sentence_564.csv,6,5355
sentence_595.csv,874,2754
sentence_106.csv,20,2550
sentence_407.csv,194,1836
sentence_93.csv,22,5100
sentence_246.csv,294,1377
sentence_795.csv,0,2448
sentence_1272.csv,8,3315
sentence_1617.csv,3020,4947
sentence_3.csv,374,2448
sentence_622.csv,558,2397
sentence_1476.csv,126,4080
sentence_1332.csv,16,2907
sentence_1482.csv,182,2754
sentence_316.csv,0,4896
sentence_932.csv,0,7191
sentence_414.csv,2,1326
sentence_580.csv,0,4029
sentence_460.csv,0,6069
sentence_1774.csv,2,4998
sentence_896.csv,50,3060
sentence_306.csv,6,2040
sentence_1353.csv,0,3825
sentence_437.csv,18,1683
sentence_703.csv,12,1632
sentence_1557.csv,98,2754
sentence_1382.csv,60,5559
sentence_348.csv,98,3723
sentence_585.csv,0,8415
sentence_1421.csv,2,1326
sentence_499.csv,0,5661
sentence_1494.csv,288,5916
sentence_733.csv,0,3825
sentence_13.csv,34,3264
sentence_941.csv,0,2448
sentence_210.csv,10,2040
sentence_616.csv,178,7497
sentence_547.csv,0,3060
sentence_899.csv,0,4488
sentence_5.csv,0,2958
sentence_994.csv,38,4488
sentence_836.csv,482,6579
sentence_196.csv,206,2499
sentence_75.csv,0,5508
sentence_96.csv,8,3009
sentence_187.csv,96,5661
sentence_925.csv,146,1173
sentence_984.csv,0,5253
sentence_900.csv,26,3366
sentence_480.csv,0,3876
sentence_486.csv,106,6018
sentence_690.csv,402,2652
sentence_1580.csv,2,2601
sentence_8.csv,2724,4437
sentence_83.csv,76,2601
sentence_505.csv,0,3672
sentence_1729.csv,224,4029
sentence_1319.csv,4,5508
sentence_867.csv,0,7905
sentence_1431.csv,0,5610
sentence_503.csv,188,1428
sentence_1747.csv,0,2295
sentence_909.csv,126,1275
sentence_569.csv,2,4743
sentence_874.csv,0,2193
sentence_239.csv,594,4743
sentence_263.csv,184,5967
sentence_1554.csv,0,7038
sentence_71.csv,0,4794
sentence_1477.csv,62,3825
sentence_1684.csv,58,2652
sentence_1141.csv,4,2346
sentence_787.csv,424,3468
sentence_1397.csv,0,2907
sentence_1398.csv,4,714
sentence_917.csv,500,1836
sentence_972.csv,46,510
sentence_17.csv,2,2550
sentence_772.csv,246,6375
sentence_54.csv,64,1428
sentence_1429.csv,0,5253
sentence_381.csv,22,1377
sentence_719.csv,202,1122
sentence_1126.csv,4,2805
sentence_1807.csv,194,5814
sentence_329.csv,4,5406
sentence_1674.csv,0,5202
sentence_757.csv,116,4029
sentence_495.csv,2,3009
sentence_1647.csv,2,3876
sentence_1211.csv,4,3213
sentence_1059.csv,38,1020
sentence_642.csv,0,5355
sentence_834.csv,56,7191
sentence_1819.csv,288,4029
sentence_1675.csv,0,5253
sentence_1252.csv,0,1785
sentence_1162.csv,1242,3876
sentence_389.csv,32,5610
sentence_128.csv,64,3468
sentence_1547.csv,10,4131
sentence_715.csv,504,2295
sentence_360.csv,178,1122
sentence_1657.csv,6,4947
sentence_47.csv,2,969
sentence_1615.csv,0,8007
sentence_1497.csv,0,8517
sentence_472.csv,0,1479
sentence_605.csv,44,1173
sentence_293.csv,4,5151
sentence_967.csv,348,2550
sentence_1426.csv,0,7140
sentence_1230.csv,132,2040
sentence_41.csv,246,2397
sentence_191.csv,4,2754
sentence_685.csv,0,3978
sentence_1010.csv,0,2193
sentence_1238.csv,4,2907
sentence_347.csv,242,1428
sentence_276.csv,194,2754
sentence_1509.csv,0,6018
sentence_697.csv,1582,6681
sentence_1444.csv,1832,7905
sentence_584.csv,0,3009
sentence_67.csv,110,1275
sentence_421.csv,1660,7038
sentence_1687.csv,294,969
sentence_1339.csv,0,2142
sentence_1121.csv,1004,3723
sentence_674.csv,2,1938
sentence_1390.csv,0,4080
sentence_162.csv,284,3111
sentence_1710.csv,2,3774
sentence_1468.csv,156,1887
sentence_640.csv,178,2652
sentence_826.csv,0,6885
sentence_401.csv,6,3417
sentence_166.csv,0,5508
sentence_937.csv,130,765
sentence_1771.csv,228,4233
sentence_456.csv,264,3264
sentence_1364.csv,8,1530
sentence_745.csv,44,1020
sentence_410.csv,934,4590
sentence_1366.csv,0,5712
sentence_1441.csv,216,2856
sentence_689.csv,0,1887
sentence_1286.csv,0,5865
sentence_399.csv,0,2295
sentence_1566.csv,94,3570
sentence_1070.csv,180,3162
sentence_1235.csv,14,6018
sentence_1351.csv,282,1581
sentence_1572.csv,20,3366
sentence_1244.csv,158,5406
sentence_419.csv,2,2091
sentence_543.csv,348,4641
sentence_1046.csv,0,4947
sentence_1004.csv,440,1122
sentence_545.csv,184,5406
sentence_1291.csv,2,4437
sentence_1753.csv,2,1275
sentence_1733.csv,1690,2652
sentence_1131.csv,62,2295
sentence_1185.csv,0,6018
sentence_298.csv,0,2805
sentence_1635.csv,0,1122
sentence_957.csv,392,2397
sentence_1602.csv,760,2703
sentence_825.csv,0,4437
sentence_886.csv,570,6069
sentence_184.csv,0,1377
sentence_598.csv,0,6630
sentence_905.csv,0,5559
sentence_711.csv,4,5202
sentence_534.csv,2270,3978
sentence_107.csv,190,4539
sentence_150.csv,0,3213
sentence_127.csv,2,2193
sentence_185.csv,0,4437
sentence_1500.csv,72,1530
sentence_1406.csv,0,2397
sentence_1067.csv,22,4182
sentence_1115.csv,66,1581
sentence_1378.csv,346,1530
sentence_52.csv,106,4947
sentence_868.csv,232,3009
sentence_558.csv,8,9333
sentence_1257.csv,4,5202
sentence_467.csv,102,4029
sentence_1667.csv,110,765
sentence_441.csv,0,3621
sentence_544.csv,4,3774
sentence_1334.csv,0,4998
sentence_1391.csv,4,4896
sentence_542.csv,0,3723
sentence_393.csv,0,3060
sentence_1479.csv,0,4692
sentence_237.csv,202,5610
sentence_400.csv,0,5712
sentence_94.csv,74,2856
sentence_45.csv,2,5508
sentence_975.csv,568,1734
sentence_307.csv,200,714
sentence_643.csv,0,5763
sentence_37.csv,4,1836
sentence_1381.csv,0,3264
sentence_1146.csv,0,3417
sentence_362.csv,22,3315
sentence_1231.csv,92,3825
sentence_1283.csv,98,6222
sentence_1448.csv,0,4233
sentence_1793.csv,0,4845
sentence_1445.csv,0,5253
sentence_1480.csv,6,4794
sentence_570.csv,626,3009
sentence_1064.csv,0,4131
sentence_1093.csv,0,2601
sentence_1250.csv,44,1581
sentence_529.csv,12,3468
sentence_264.csv,0,3060
sentence_1565.csv,446,3264
sentence_1486.csv,6,3621
sentence_1215.csv,1386,2040
sentence_487.csv,302,3876
sentence_224.csv,50,2040
sentence_1704.csv,0,4233
sentence_1354.csv,414,1683
sentence_1696.csv,4,7038
sentence_942.csv,44,2499
sentence_950.csv,20,2856
sentence_1276.csv,0,4488
sentence_779.csv,0,5610
sentence_698.csv,34,4029
sentence_1651.csv,640,1326
sentence_774.csv,0,2907
sentence_98.csv,142,5712
sentence_1178.csv,0,2499
sentence_1340.csv,286,969
sentence_666.csv,0,2958
sentence_446.csv,680,6171
sentence_105.csv,6,1275
sentence_1338.csv,8,2550
sentence_1003.csv,10,918
sentence_1207.csv,0,4335
sentence_291.csv,2,6375
sentence_1607.csv,120,4692
sentence_1412.csv,84,7650
sentence_1311.csv,0,3774
sentence_692.csv,6,5763
sentence_1200.csv,796,5151
sentence_61.csv,76,4743
sentence_655.csv,0,3825
sentence_2.csv,206,3978
sentence_1820.csv,312,5508
sentence_1105.csv,0,2295
sentence_550.csv,2,3774
sentence_924.csv,12,2346
sentence_1298.csv,168,1530
sentence_1586.csv,158,3366
sentence_1019.csv,24,3009
sentence_1191.csv,296,1989
sentence_1576.csv,8,4182
sentence_608.csv,0,3519
sentence_518.csv,248,4641
sentence_738.csv,0,1938
sentence_1012.csv,4,4131
sentence_908.csv,238,6885
sentence_628.csv,2,2856
sentence_383.csv,222,4488
sentence_1575.csv,2,1632
sentence_678.csv,2,1428
sentence_1621.csv,76,4794
sentence_1673.csv,2,2601
sentence_1081.csv,2,5253
sentence_1258.csv,150,2550
sentence_1123.csv,26,5202
sentence_1262.csv,0,4488
sentence_1302.csv,0,4284
sentence_376.csv,0,6477
sentence_1662.csv,10,7803
sentence_1204.csv,200,3927
sentence_40.csv,2,3315
sentence_151.csv,0,4335
sentence_1582.csv,6,3825
sentence_299.csv,0,4692
sentence_0.csv,0,1581
sentence_1225.csv,24,7701
sentence_923.csv,14,6324
sentence_686.csv,0,4437
sentence_1550.csv,0,6834
sentence_894.csv,2,4896
sentence_1387.csv,12,4182
sentence_864.csv,0,3468
sentence_469.csv,196,3264
sentence_842.csv,0,1632
sentence_305.csv,2,4131
sentence_1811.csv,230,612
sentence_612.csv,446,2805
sentence_1524.csv,0,4437
sentence_1789.csv,1062,10251
sentence_1266.csv,0,1683
sentence_817.csv,306,2601
sentence_1424.csv,152,1173
sentence_818.csv,194,7293
sentence_588.csv,0,3162
sentence_759.csv,0,4743
sentence_206.csv,0,3468
sentence_132.csv,44,6783
sentence_201.csv,0,4947
sentence_235.csv,0,4539
sentence_289.csv,2,6528
sentence_1815.csv,176,2346
sentence_170.csv,0,5865
sentence_648.csv,0,8211
sentence_248.csv,0,2703
sentence_22.csv,0,4845
sentence_889.csv,0,9282
sentence_1305.csv,20,1275
sentence_274.csv,254,2142
sentence_805.csv,254,6477
sentence_43.csv,0,2295
sentence_1224.csv,116,4029
sentence_1094.csv,156,5712
sentence_1591.csv,2,2754
sentence_310.csv,0,5355
sentence_600.csv,404,2040
sentence_178.csv,0,3825
sentence_902.csv,8,1581
sentence_735.csv,1252,3468
sentence_1145.csv,16,4029
sentence_1.csv,0,6120
sentence_663.csv,90,5151
sentence_843.csv,0,1479
sentence_1328.csv,0,3366
sentence_1527.csv,0,3162
sentence_705.csv,116,561
sentence_835.csv,84,510
sentence_1504.csv,122,1785
sentence_104.csv,0,6426
sentence_1122.csv,14,4947
sentence_1707.csv,6,2652
sentence_508.csv,794,4386
sentence_884.csv,686,2193
sentence_53.csv,964,8823
sentence_947.csv,126,2499
sentence_425.csv,154,3519
sentence_563.csv,108,4998
sentence_1113.csv,0,6069
sentence_1488.csv,8,5559
sentence_1190.csv,100,3315
sentence_302.csv,106,4182
sentence_195.csv,8,2397
sentence_1813.csv,2,4029
sentence_86.csv,2,4080
sentence_1585.csv,200,4947
sentence_998.csv,192,5967
sentence_713.csv,2,4437
sentence_1253.csv,1636,7242
sentence_403.csv,0,2193
sentence_1631.csv,2,3264
sentence_609.csv,924,6477
sentence_1127.csv,0,6681
sentence_997.csv,358,4488
sentence_1307.csv,0,2499
sentence_341.csv,240,2040
sentence_1325.csv,126,3621
sentence_1072.csv,1338,4335
sentence_729.csv,0,1836
sentence_342.csv,0,816
sentence_344.csv,56,5253
sentence_422.csv,0,9078
sentence_1638.csv,0,4437
sentence_597.csv,2,9180
sentence_65.csv,144,1071
sentence_72.csv,0,3927
sentence_1417.csv,306,3366
sentence_992.csv,94,4947
sentence_213.csv,216,2907
sentence_541.csv,1212,2346
sentence_384.csv,0,6018
sentence_1335.csv,0,4029
sentence_1685.csv,0,5712
sentence_1517.csv,0,6018
sentence_861.csv,132,1989
sentence_44.csv,0,5202
sentence_1163.csv,0,3927
sentence_537.csv,28,5508
sentence_158.csv,220,5253
sentence_548.csv,4,4284
sentence_271.csv,2470,8670
sentence_699.csv,0,4284
sentence_1574.csv,42,1734
sentence_561.csv,0,3468
sentence_1652.csv,2694,9945
sentence_583.csv,0,4182
sentence_464.csv,44,4947
sentence_944.csv,0,5967
sentence_662.csv,0,5559
sentence_457.csv,4,5661
sentence_976.csv,0,4029
sentence_197.csv,0,7395
sentence_1443.csv,6,1989
sentence_1614.csv,2,2856
sentence_493.csv,2,1173
sentence_1345.csv,0,4641
sentence_879.csv,0,8262
sentence_1664.csv,324,5916
sentence_1584.csv,0,4896
sentence_1688.csv,878,4437
sentence_371.csv,6,1785
sentence_1785.csv,782,4794
sentence_1695.csv,540,5355
sentence_1452.csv,1282,5559
sentence_309.csv,2,4794
sentence_1481.csv,524,9129
sentence_359.csv,32,1887
sentence_1017.csv,0,2703
sentence_450.csv,0,6630
sentence_345.csv,42,3111
sentence_688.csv,2,5049
sentence_1533.csv,1342,4845
sentence_1744.csv,1064,2091
sentence_677.csv,0,1734
sentence_523.csv,0,1734
sentence_839.csv,206,10302
sentence_1738.csv,54,4488
sentence_85.csv,2662,4029
sentence_1194.csv,2036,4131
sentence_1686.csv,0,1632
sentence_449.csv,1102,2448
sentence_1405.csv,838,4335
sentence_706.csv,10,7548
sentence_1128.csv,2,2448
sentence_1149.csv,666,2958
sentence_122.csv,0,8211
sentence_512.csv,364,2703
sentence_84.csv,4,4641
sentence_1246.csv,1102,3111
sentence_1048.csv,1390,3978
sentence_1698.csv,0,3468
sentence_1736.csv,8,6120
sentence_1173.csv,44,3621
sentence_1097.csv,160,2499
sentence_10.csv,0,2703
sentence_1056.csv,20,6579
sentence_601.csv,84,7854
sentence_552.csv,60,459
sentence_980.csv,0,6069
sentence_116.csv,4,4845
sentence_1087.csv,2,6324
sentence_1058.csv,448,4590
sentence_1625.csv,0,6375
sentence_1032.csv,30,3162
sentence_870.csv,318,5814
sentence_841.csv,40,2499
sentence_1193.csv,922,7548
sentence_680.csv,0,4131
sentence_438.csv,0,4488
sentence_959.csv,218,1428
sentence_1472.csv,2,7854
sentence_1399.csv,198,1989
sentence_1371.csv,0,5508
sentence_748.csv,2,4080
sentence_1595.csv,10,3672
sentence_599.csv,0,4182
sentence_154.csv,294,4539
sentence_91.csv,0,6375
sentence_1549.csv,0,4284
sentence_99.csv,358,5100
sentence_79.csv,0,1836
sentence_1800.csv,136,1887
sentence_1330.csv,252,4641
sentence_1380.csv,40,3162
sentence_1147.csv,16,7497
sentence_798.csv,8,4029
sentence_1112.csv,0,8874
sentence_625.csv,4,2958
sentence_29.csv,2,4437
sentence_1031.csv,366,3417
sentence_974.csv,676,3774
sentence_321.csv,12,3825
sentence_873.csv,458,5253
sentence_295.csv,0,3060
sentence_1066.csv,0,5406
sentence_214.csv,0,6171
sentence_786.csv,36,3927
sentence_1778.csv,3980,6834
sentence_1743.csv,2,4539
sentence_35.csv,0,7905
sentence_1248.csv,14,3876
sentence_1129.csv,0,9180
sentence_1640.csv,52,5457
sentence_164.csv,80,1071
sentence_324.csv,2,4182
sentence_1071.csv,22,3417
sentence_668.csv,376,4845
sentence_893.csv,0,4590
sentence_1384.csv,0,6426
sentence_492.csv,0,2397
sentence_1347.csv,176,5049
sentence_1725.csv,0,4080
sentence_1106.csv,20,6171
sentence_337.csv,160,4794
sentence_1471.csv,0,8211
sentence_1592.csv,74,4794
sentence_68.csv,0,3366
sentence_553.csv,4,3927
sentence_1156.csv,116,2091
sentence_114.csv,410,1836
sentence_1552.csv,0,4029
sentence_587.csv,0,4080
sentence_454.csv,0,3723
sentence_1326.csv,96,1530
sentence_250.csv,0,3672
sentence_402.csv,0,3774
sentence_851.csv,272,2091
sentence_141.csv,0,3315
sentence_520.csv,22,2907
sentence_953.csv,50,4998
sentence_343.csv,0,4335
sentence_1654.csv,4,5712
sentence_1534.csv,78,2499
sentence_176.csv,2,5814
sentence_1470.csv,28,5049
sentence_137.csv,80,1071
sentence_1273.csv,60,2703
sentence_152.csv,164,1428
sentence_1161.csv,2,1122
sentence_186.csv,6,6936
sentence_1043.csv,0,5865
sentence_1401.csv,0,7803
sentence_750.csv,526,4080
sentence_1454.csv,312,3825
sentence_771.csv,4,2142
sentence_1278.csv,2,2652
sentence_1427.csv,924,3213
sentence_878.csv,20,5712
sentence_1418.csv,730,2754
sentence_644.csv,142,1275
sentence_731.csv,114,2295
sentence_1543.csv,114,1938
sentence_990.csv,0,2754
sentence_1303.csv,0,2244
sentence_1402.csv,4,2142
sentence_589.csv,2152,8364
sentence_1593.csv,0,4284
sentence_581.csv,2,3468
sentence_287.csv,58,3009
sentence_300.csv,64,6732
sentence_426.csv,0,5151
sentence_216.csv,18,2193
sentence_1461.csv,0,5151
sentence_1076.csv,4,3774
sentence_586.csv,0,7140
sentence_1751.csv,58,1836
sentence_233.csv,234,5763
sentence_660.csv,32,2652
sentence_311.csv,162,8517
sentence_848.csv,0,4488
sentence_6.csv,476,4386
sentence_133.csv,6,2040
